      0/99     1.42G    0.1024   0.04858   0.02793    0.1789        45       416  0.007638   0.02646  0.001688 0.0003018   0.09823   0.03726   0.02359
     78/99     1.45G   0.03298   0.02548  0.003099   0.06156        68       416    0.9503    0.5895     0.628    0.3967   0.02925   0.01678  0.002378
     79/99     1.45G   0.03232   0.02496  0.002715   0.05999        34       416    0.9548    0.5881    0.6282    0.3977   0.02921    0.0168  0.002336
     80/99     1.45G   0.03275   0.02507   0.00285   0.06067        30       416    0.9624    0.5812    0.6278    0.3977   0.02915    0.0167   0.00237
     81/99     1.45G   0.03258   0.02521  0.003038   0.06083        39       416    0.6231    0.5867    0.6284    0.3962   0.02917   0.01677  0.002336
     82/99     1.45G   0.03271   0.02537  0.002977   0.06106        41       416    0.9562    0.5873    0.6288    0.3984   0.02913    0.0167  0.002383
     83/99     1.45G   0.03256   0.02459  0.002856      0.06        12       416    0.6246    0.5874    0.6289    0.3979   0.02908    0.0167  0.002447
     84/99     1.45G   0.03285   0.02524  0.002879   0.06097        69       416    0.6221    0.5901    0.6294     0.397   0.02913    0.0167  0.002366
     85/99     1.45G   0.03246   0.02486  0.002758   0.06008        43       416    0.6216     0.591    0.6292     0.399   0.02904   0.01667  0.002317
     86/99     1.45G   0.03227   0.02486  0.002738   0.05986        43       416    0.6246    0.5869    0.6297    0.3986   0.02906   0.01665  0.002317
     87/99     1.45G   0.03227   0.02476  0.002863   0.05989        37       416    0.6264     0.587    0.6298    0.3995   0.02904   0.01667  0.002329
     88/99     1.45G   0.03252   0.02506  0.002927    0.0605        61       416    0.6244    0.5897    0.6302    0.3985   0.02906   0.01667  0.002318
     89/99     1.45G   0.03221   0.02505  0.002564   0.05983        42       416     0.625    0.5893    0.6292    0.3981   0.02904    0.0167  0.002325
     90/99     1.45G   0.03206    0.0246  0.002642    0.0593        30       416    0.6213    0.5909    0.6295    0.3996   0.02901   0.01664  0.002287
     91/99     1.45G   0.03216   0.02494  0.002526   0.05962        41       416    0.6221    0.5912    0.6291    0.3996   0.02899   0.01667  0.002288
     92/99     1.45G   0.03221   0.02485   0.00278   0.05984        27       416    0.6302    0.5988    0.6299    0.4006   0.02893   0.01669  0.002271
     93/99     1.45G   0.03199   0.02477  0.002632   0.05939        46       416    0.6345    0.5819    0.6296    0.3996   0.02896   0.01669  0.002318
     94/99     1.45G    0.0316   0.02458   0.00251   0.05869        36       416    0.6225    0.5899    0.6287    0.3991   0.02898    0.0167  0.002379
     95/99     1.45G   0.03206   0.02481  0.002703   0.05957        48       416    0.7164    0.5912     0.629    0.3995   0.02898   0.01675  0.002405
     96/99     1.45G   0.03183   0.02473  0.002699   0.05926        31       416    0.6715    0.5952    0.6288    0.3987     0.029   0.01675  0.002404
     97/99     1.45G   0.03176   0.02463  0.002399   0.05879        41       416    0.6666    0.5946    0.6298       0.4   0.02891    0.0167  0.002392
     98/99     1.45G   0.03185    0.0245   0.00279   0.05914        19       416    0.6286    0.5859    0.6298    0.4003   0.02889    0.0167   0.00233
     99/99     1.45G   0.03137   0.02457  0.002513   0.05845        36       416    0.6318    0.5852      0.63    0.4002   0.02893   0.01671  0.002324
